fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,wine_type,flag_free_sulfur_gt_total,total_acidity,sulfur_ratio,residual_sugar_log,chlorides_log,density_alcohol,sugar_to_alcohol,target_is_high_quality
7.2,0.41,0.3,2.1,0.083,35.0,72.0,0.997,3.44,0.52,9.4,red,False,7.91,0.486111104359568,1.1314021114911006,0.07973496801885356,9.3718,0.22340423155274133,0
8.4,0.59,0.29,2.6,0.109,31.0,119.0,0.99801,3.15,0.5,9.1,red,False,9.28,0.26050419949156134,1.2809338454620642,0.10345870836822998,9.081890999999999,0.28571425431711495,0
7.0,0.4,0.32,3.6,0.061,9.0,29.0,0.99416,3.28,0.49,11.3,red,False,7.720000000000001,0.3103448168846615,1.5260563034950492,0.05921185963184609,11.234008000000001,0.31858404260318207,1
12.2,0.45,0.49,1.4,0.075,3.0,6.0,0.9969,3.13,0.63,10.4,red,False,13.139999999999999,0.49999991666668053,0.8754687373538999,0.07232066157962612,10.36776,0.13461537167159887,0
9.1,0.5,0.3,1.9,0.065,8.0,17.0,0.99774,3.32,0.71,10.5,red,False,9.9,0.47058820761245834,1.0647107369924282,0.06297479916138844,10.47627,0.1809523637188225,0
9.5,0.86,0.26,1.9,0.079,13.0,28.0,0.99712,3.25,0.62,10.0,red,False,10.62,0.46428569770408223,1.0647107369924282,0.07603468627599762,9.9712,0.1899999810000019,0
7.3,0.52,0.32,2.1,0.07,51.0,70.0,0.99418,3.34,0.82,12.9,red,False,8.14,0.7285714181632654,1.1314021114911006,0.06765864847381481,12.824921999999999,0.16279068505498567,0
7.4,0.58,0.0,2.0,0.064,7.0,11.0,0.99562,3.45,0.58,11.3,red,False,7.98,0.636363578512402,1.0986122886681098,0.06203539091945264,11.250506,0.1769911347795456,0
9.8,0.34,0.39,1.4,0.066,3.0,7.0,0.9947,3.19,0.55,11.4,red,False,10.530000000000001,0.4285713673469475,0.8754687373538999,0.0639133257436528,11.339580000000002,0.12280700677131519,1
7.1,0.36,0.3,1.6,0.08,35.0,70.0,0.99693,3.44,0.5,9.4,red,False,7.76,0.49999999285714297,0.9555114450274363,0.07696104113612832,9.371142,0.1702127478497077,0
7.7,0.39,0.12,1.7,0.097,19.0,27.0,0.99596,3.16,0.49,9.4,red,False,8.209999999999999,0.7037036776406045,0.9932517730102833,0.0925791812930932,9.362024,0.1808510445903144,0
9.7,0.295,0.4,1.5,0.073,14.0,21.0,0.99556,3.14,0.51,10.9,red,False,10.395,0.6666666349206364,0.9162907318741551,0.07045846364856141,10.851604,0.13761466627388383,0
7.1,0.34,0.28,2.0,0.082,31.0,68.0,0.99694,3.45,0.48,9.4,red,False,7.72,0.45588234623702434,1.0986122886681098,0.07881118042428978,9.371236000000001,0.2127659348121346,0
6.5,0.4,0.1,2.0,0.076,30.0,47.0,0.99554,3.36,0.48,9.4,red,False,7.0,0.6382978587596201,1.0986122886681098,0.07325046173959267,9.358076,0.2127659348121346,0
10.0,0.35,0.45,2.5,0.092,20.0,88.0,0.99918,3.15,0.43,9.4,red,False,10.799999999999999,0.22727272469008267,1.252762968495368,0.0880108773227133,9.392292,0.26595741851516824,0
7.7,0.6,0.06,2.0,0.079,19.0,41.0,0.99697,3.39,0.62,10.1,red,False,8.360000000000001,0.4634146228435458,1.0986122886681098,0.07603468627599762,10.069397,0.198019782374279,0
5.6,0.66,0.0,2.2,0.087,3.0,11.0,0.99378,3.71,0.63,12.8,red,False,6.26,0.2727272479338866,1.1631508098056809,0.08342160813907239,12.720384000000001,0.17187498657226669,1
8.9,0.84,0.34,1.4,0.05,4.0,10.0,0.99554,3.12,0.48,9.1,red,False,10.08,0.39999996000000404,0.8754687373538999,0.048790164169432,9.059414,0.15384613693998497,0
6.4,0.69,0.0,1.65,0.055,7.0,12.0,0.99162,3.47,0.53,12.9,red,False,7.09,0.5833332847222263,0.9745596399981308,0.05354076692802982,12.791898,0.1279069668289173,0
7.5,0.43,0.3,2.2,0.062,6.0,12.0,0.99495,3.44,0.72,11.5,red,False,8.23,0.4999999583333368,1.1631508098056809,0.06015392281974709,11.441925,0.19130433119092774,1
9.9,0.35,0.38,1.5,0.058,31.0,47.0,0.99676,3.26,0.82,10.6,red,False,10.63,0.6595744540516074,0.9162907318741551,0.05638033343610764,10.565655999999999,0.14150942061231883,1
9.1,0.29,0.33,2.05,0.063,13.0,27.0,0.99516,3.26,0.84,11.7,red,False,9.719999999999999,0.48148146364883465,1.1151415906193203,0.06109509935981088,11.643372,0.17521366023814872,1
6.8,0.36,0.32,1.8,0.067,4.0,8.0,0.9928,3.36,0.55,12.8,red,False,7.48,0.4999999375000079,1.0296194171811581,0.06485097231961633,12.707840000000001,0.14062498901367274,1
8.2,0.43,0.29,1.6,0.081,27.0,45.0,0.99603,3.25,0.54,10.3,red,False,8.919999999999998,0.599999986666667,0.9555114450274363,0.07788653865707124,10.259109,0.15533979074370965,0
9.1,0.3,0.34,2.0,0.064,12.0,25.0,0.99516,3.26,0.84,11.7,red,False,9.74,0.4799999808000007,1.0986122886681098,0.06203539091945264,11.643372,0.1709401563299012,1
8.9,0.35,0.4,3.6,0.11,12.0,24.0,0.99549,3.23,0.7,12.0,red,False,9.65,0.4999999791666675,1.5260563034950492,0.10436001532424277,11.945879999999999,0.2999999750000021,1
9.6,0.5,0.36,2.8,0.116,26.0,55.0,0.99722,3.18,0.68,10.9,red,False,10.459999999999999,0.4727272641322316,1.33500106673234,0.1097508639591192,10.869698,0.2568807103779165,0
8.9,0.28,0.45,1.7,0.067,7.0,12.0,0.99354,3.25,0.55,12.3,red,False,9.629999999999999,0.5833332847222263,0.9932517730102833,0.06485097231961633,12.220542,0.13821137087712432,1
8.9,0.32,0.31,2.0,0.088,12.0,19.0,0.9957,3.17,0.55,10.4,red,False,9.530000000000001,0.6315789141274255,1.0986122886681098,0.08434114843375087,10.35528,0.19230767381656982,0
7.7,1.005,0.15,2.1,0.102,11.0,32.0,0.99604,3.23,0.48,10.0,red,False,8.855,0.34374998925781286,1.1314021114911006,0.09712671073072274,9.9604,0.2099999790000021,0
7.5,0.71,0.0,1.6,0.092,22.0,31.0,0.99635,3.38,0.58,10.0,red,False,8.21,0.7096773964620194,0.9555114450274363,0.0880108773227133,9.9635,0.15999998400000162,0
8.0,0.58,0.16,2.0,0.12,3.0,7.0,0.99454,3.22,0.58,11.2,red,False,8.74,0.4285713673469475,1.0986122886681098,0.11332868530700317,11.138848,0.17857141262755247,0
10.5,0.39,0.46,2.2,0.075,14.0,27.0,0.99598,3.06,0.84,11.4,red,False,11.350000000000001,0.5185184993141296,1.1631508098056809,0.07232066157962612,11.354172,0.19298243921206676,0
8.9,0.38,0.4,2.2,0.068,12.0,28.0,0.99486,3.27,0.75,12.6,red,False,9.680000000000001,0.4285714132653067,1.1631508098056809,0.0657877405380031,12.535236,0.17460316074578092,1
8.0,0.18,0.37,0.9,0.049,36.0,109.0,0.99007,2.89,0.44,12.7,red,False,8.549999999999999,0.33027522632775025,0.6418538861723948,0.04783732941416013,12.573889,0.07086613615227276,0
7.0,0.5,0.14,1.8,0.078,10.0,23.0,0.99636,3.53,0.61,10.4,red,False,7.64,0.4347825897920613,1.0296194171811581,0.07510747248680541,10.362144,0.17307690643491286,0
11.3,0.36,0.66,2.4,0.123,3.0,8.0,0.99642,3.2,0.53,11.9,red,False,12.32,0.3749999531250059,1.2237754316221157,0.11600367575630613,11.857398,0.20168065532095333,0
7.0,0.51,0.09,2.1,0.062,4.0,9.0,0.99584,3.35,0.54,10.5,red,False,7.6,0.44444439506173394,1.1314021114911006,0.06015392281974709,10.45632,0.19999998095238278,0
8.2,0.32,0.42,2.3,0.098,3.0,9.0,0.99506,3.27,0.55,12.3,red,False,8.94,0.33333329629630043,1.1939224684724346,0.0934903430873389,12.239238,0.18699185471610935,0
7.7,0.58,0.01,1.8,0.088,12.0,18.0,0.99568,3.32,0.56,10.5,red,False,8.29,0.6666666296296316,1.0296194171811581,0.08434114843375087,10.45464,0.17142855510204238,1
8.6,0.83,0.0,2.8,0.095,17.0,43.0,0.99822,3.33,0.6,10.4,red,False,9.43,0.39534882801514354,1.33500106673234,0.09075436326846414,10.381488000000001,0.26923074334319774,0
7.9,0.31,0.32,1.9,0.066,14.0,36.0,0.99364,3.41,0.56,12.6,red,False,8.530000000000001,0.3888888780864201,1.0647107369924282,0.0639133257436528,12.519864,0.1507936388259017,0
6.4,0.795,0.0,2.2,0.065,28.0,52.0,0.99378,3.49,0.52,11.6,red,False,7.195,0.538461528106509,1.1631508098056809,0.06297479916138844,11.527847999999999,0.1896551560642107,0
7.2,0.34,0.21,2.5,0.075,41.0,68.0,0.99586,3.37,0.54,10.1,red,False,7.75,0.6029411676038063,1.252762968495368,0.07232066157962612,10.058186,0.24752472796784875,0
7.1,0.59,0.0,2.1,0.091,9.0,14.0,0.99488,3.42,0.55,11.5,red,False,7.6899999999999995,0.6428570969387788,1.1314021114911006,0.08709470685093376,11.44112,0.1826086797731583,1
7.3,0.55,0.01,1.8,0.093,9.0,15.0,0.99514,3.35,0.58,11.0,red,False,7.859999999999999,0.5999999600000027,1.0296194171811581,0.08892620919440151,10.94654,0.16363634876033195,1
8.1,0.82,0.0,4.1,0.095,5.0,14.0,0.99854,3.36,0.53,9.6,red,False,8.92,0.3571428316326549,1.62924053973028,0.09075436326846414,9.585984,0.42708328884549074,0
7.5,0.57,0.08,2.6,0.089,14.0,27.0,0.99592,3.3,0.59,10.4,red,False,8.15,0.5185184993141296,1.2809338454620642,0.08525984395082342,10.357568,0.2499999759615408,0
8.9,0.745,0.18,2.5,0.077,15.0,48.0,0.99739,3.2,0.47,9.7,red,False,9.825,0.31249999348958346,1.252762968495368,0.07417939817425151,9.674683,0.25773193219258433,0
10.1,0.37,0.34,2.4,0.085,5.0,17.0,0.99683,3.17,0.65,10.6,red,False,10.809999999999999,0.2941176297577865,1.2237754316221157,0.08157998699242289,10.566398,0.2264150729797101,1
7.6,0.31,0.34,2.5,0.082,26.0,35.0,0.99356,3.22,0.59,12.5,red,False,8.25,0.7428571216326537,1.252762968495368,0.07881118042428978,12.4195,0.1999999840000013,1
7.3,0.91,0.1,1.8,0.074,20.0,56.0,0.99672,3.35,0.56,9.2,red,False,8.309999999999999,0.3571428507653063,1.0296194171811581,0.07138999608667293,9.169824,0.19565215264650518,0
8.7,0.41,0.41,6.2,0.078,25.0,42.0,0.9953,3.24,0.77,12.6,red,False,9.52,0.59523808106576,1.9740810260220096,0.07510747248680541,12.54078,0.4920634530108371,1
8.9,0.5,0.21,2.2,0.088,21.0,39.0,0.99692,3.33,0.83,11.1,red,False,9.610000000000001,0.5384615246548328,1.1631508098056809,0.08434114843375087,11.065812,0.1981981803425063,0
7.4,0.965,0.0,2.2,0.088,16.0,32.0,0.99756,3.58,0.67,10.2,red,False,8.365,0.49999998437500054,1.1631508098056809,0.08434114843375087,10.175111999999999,0.21568625336409286,0
6.9,0.49,0.19,1.7,0.079,13.0,26.0,0.99547,3.38,0.64,9.8,red,False,7.580000000000001,0.49999998076923147,0.9932517730102833,0.07603468627599762,9.755606,0.17346937005414592,0
9.5,0.39,0.41,8.9,0.069,18.0,39.0,0.99859,3.29,0.81,10.9,red,False,10.3,0.4615384497041424,2.2925347571405443,0.06672363204290818,10.884631,0.8165136865583774,1
6.4,0.39,0.33,3.3,0.046,12.0,53.0,0.99294,3.36,0.62,12.2,red,False,7.12,0.22641509006763982,1.4586150226995167,0.044973365642731154,12.113868,0.2704917811072311,0
6.9,0.44,0.0,1.4,0.07,32.0,38.0,0.99438,3.32,0.58,11.4,red,False,7.340000000000001,0.8421052409972306,0.8754687373538999,0.06765864847381481,11.335932000000001,0.12280700677131519,0
7.6,0.78,0.0,1.7,0.076,33.0,45.0,0.99612,3.31,0.62,10.7,red,False,8.379999999999999,0.7333333170370374,0.9932517730102833,0.07325046173959267,10.658484,0.15887848982444022,0
7.1,0.43,0.17,1.8,0.082,27.0,51.0,0.99634,3.49,0.64,10.4,red,False,7.699999999999999,0.5294117543252598,1.0296194171811581,0.07881118042428978,10.361936,0.17307690643491286,0
9.3,0.49,0.36,1.7,0.081,3.0,14.0,0.99702,3.27,0.78,10.9,red,False,10.15,0.21428569897959293,0.9932517730102833,0.07788653865707124,10.867518,0.155963288443735,0
9.3,0.5,0.36,1.8,0.084,6.0,17.0,0.99704,3.27,0.77,10.8,red,False,10.16,0.35294115570934376,1.0296194171811581,0.08065790301745447,10.768032000000002,0.16666665123456934,0
8.5,0.46,0.59,1.4,0.414,16.0,45.0,0.99702,3.03,1.34,9.2,red,False,9.55,0.3555555476543212,0.8754687373538999,0.346422567474381,9.172583999999999,0.15217389650283736,0
5.6,0.605,0.05,2.4,0.073,19.0,25.0,0.99258,3.56,0.55,12.9,red,False,6.255,0.7599999696000012,1.2237754316221157,0.07045846364856141,12.804282,0.18604649720569788,0
8.3,0.33,0.42,2.3,0.07,9.0,20.0,0.99426,3.38,0.77,12.7,red,False,9.05,0.4499999775000011,1.1939224684724346,0.06765864847381481,12.627101999999999,0.181102347944697,1
8.2,0.64,0.27,2.0,0.095,5.0,77.0,0.99747,3.13,0.62,9.1,red,False,9.11,0.06493506409175241,1.0986122886681098,0.09075436326846414,9.076977,0.21978019562854995,0
8.9,0.48,0.53,4.0,0.101,3.0,10.0,0.99586,3.21,0.59,12.1,red,False,9.91,0.299999970000003,1.6094379124341003,0.09621885774054292,12.049906,0.3305784850761583,1
7.6,0.42,0.25,3.9,0.104,28.0,90.0,0.99784,3.15,0.57,9.1,red,False,8.27,0.31111110765432104,1.589235205116581,0.09893994785490356,9.080343999999998,0.4285713814756724,0
9.9,0.53,0.57,2.4,0.093,30.0,52.0,0.9971,3.19,0.76,11.6,red,False,11.0,0.5769230658284026,1.2237754316221157,0.08892620919440151,11.56636,0.20689653388822984,1
11.6,0.23,0.57,1.8,0.074,3.0,8.0,0.9981,3.14,0.7,9.9,red,False,12.4,0.3749999531250059,1.0296194171811581,0.07138999608667293,9.88119,0.18181816345271076,0
9.1,0.4,0.5,1.8,0.071,7.0,16.0,0.99462,3.21,0.69,12.5,red,False,10.0,0.4374999726562517,1.0296194171811581,0.06859279146561172,12.432749999999999,0.14399998848000092,1
8.0,0.38,0.44,1.9,0.098,6.0,15.0,0.9956,3.3,0.64,11.4,red,False,8.82,0.39999997333333515,1.0647107369924282,0.0934903430873389,11.34984,0.1666666520467849,0
10.2,0.29,0.65,2.4,0.075,6.0,17.0,0.99565,3.22,0.63,11.8,red,False,11.139999999999999,0.35294115570934376,1.2237754316221157,0.07232066157962612,11.74867,0.20338981327204972,0
8.2,0.74,0.09,2.0,0.067,5.0,10.0,0.99418,3.28,0.57,11.8,red,False,9.03,0.499999950000005,1.0986122886681098,0.06485097231961633,11.731324,0.16949151106004143,0
7.7,0.61,0.18,2.4,0.083,6.0,20.0,0.9963,3.29,0.6,10.2,red,False,8.49,0.29999998500000075,1.2237754316221157,0.07973496801885356,10.162259999999998,0.23529409457901035,0
6.6,0.52,0.08,2.4,0.07,13.0,26.0,0.99358,3.4,0.72,12.5,red,False,7.199999999999999,0.49999998076923147,1.2237754316221157,0.06765864847381481,12.41975,0.19199998464000123,1
11.1,0.31,0.53,2.2,0.06,3.0,10.0,0.99572,3.02,0.83,10.9,red,False,11.94,0.299999970000003,1.1631508098056809,0.05826890812397577,10.853348,0.20183484386836298,1
8.0,0.62,0.35,2.8,0.086,28.0,52.0,0.997,3.31,0.62,10.8,red,False,8.969999999999999,0.538461528106509,1.33500106673234,0.08250122151174369,10.7676,0.2592592352537745,0
9.3,0.33,0.45,1.5,0.057,19.0,37.0,0.99498,3.18,0.89,11.1,red,False,10.08,0.5135134996347703,0.9162907318741551,0.055434706888100586,11.044278,0.13513512296079974,1
7.5,0.77,0.2,8.1,0.098,30.0,92.0,0.99892,3.2,0.58,9.2,red,False,8.469999999999999,0.3260869529773157,2.2082744135228043,0.0934903430873389,9.190064,0.8804346869092733,0
7.2,0.35,0.26,1.8,0.083,33.0,75.0,0.9968,3.4,0.58,9.5,red,False,7.81,0.4399999941333334,1.0296194171811581,0.07973496801885356,9.4696,0.1894736642659301,0
8.0,0.62,0.33,2.7,0.088,16.0,37.0,0.9972,3.31,0.58,10.7,red,False,8.95,0.4324324207450697,1.308332819650179,0.08434114843375087,10.670039999999998,0.2523364250152874,0
9.1,0.25,0.34,2.0,0.071,45.0,67.0,0.99769,3.44,0.86,10.2,red,False,9.69,0.6716417810202719,1.0986122886681098,0.06859279146561172,10.176438,0.19607841214917532,1
9.9,0.32,0.56,2.0,0.073,3.0,8.0,0.99534,3.15,0.73,11.4,red,False,10.780000000000001,0.3749999531250059,1.0986122886681098,0.07045846364856141,11.346876,0.17543858110187885,0
8.6,0.37,0.65,6.4,0.08,3.0,8.0,0.99817,3.27,0.58,11.0,red,False,9.62,0.3749999531250059,2.0014800002101243,0.07696104113612832,10.97987,0.5818181289256247,0
7.9,0.3,0.68,8.3,0.05,37.5,278.0,0.99316,3.01,0.51,12.3,red,False,8.88,0.1348920858457119,2.2300144001592104,0.048790164169432,12.215868,0.67479669310596,1
10.3,0.27,0.56,1.4,0.047,3.0,8.0,0.99471,3.16,0.51,11.8,red,False,11.13,0.3749999531250059,0.8754687373538999,0.045928931888399804,11.737578000000001,0.11864405774202899,0
7.9,0.3,0.68,8.3,0.05,37.5,289.0,0.99316,3.01,0.51,12.3,red,False,8.88,0.12975778501813914,2.2300144001592104,0.048790164169432,12.215868,0.67479669310596,1
7.2,0.38,0.3,1.8,0.073,31.0,70.0,0.99685,3.42,0.59,9.5,red,False,7.88,0.44285713653061237,1.0296194171811581,0.07045846364856141,9.470075,0.1894736642659301,0
8.7,0.42,0.45,2.4,0.072,32.0,59.0,0.99617,3.33,0.77,12.0,red,False,9.569999999999999,0.5423728721631716,1.2237754316221157,0.06952606264861023,11.954039999999999,0.19999998333333474,0
6.8,0.48,0.08,1.8,0.074,40.0,64.0,0.99529,3.12,0.49,9.6,red,False,7.359999999999999,0.6249999902343751,1.0296194171811581,0.07138999608667293,9.554784,0.18749998046875205,0
8.5,0.34,0.4,4.7,0.055,3.0,9.0,0.99738,3.38,0.66,11.6,red,False,9.24,0.33333329629630043,1.7404661748405046,0.05354076692802982,11.569608,0.4051723788644502,1
7.9,0.19,0.42,1.6,0.057,18.0,30.0,0.994,3.29,0.69,11.2,red,False,8.51,0.5999999800000007,0.9555114450274363,0.055434706888100586,11.1328,0.14285713010204198,0
11.6,0.41,0.54,1.5,0.095,22.0,41.0,0.99735,3.02,0.76,9.9,red,False,12.55,0.5365853527662109,0.9162907318741551,0.09075436326846414,9.873765,0.15151513621059232,1
10.0,0.26,0.54,1.9,0.083,42.0,74.0,0.99451,2.98,0.63,11.8,red,False,10.8,0.5675675598977357,1.0647107369924282,0.07973496801885356,11.735218000000001,0.16101693550703935,1
7.9,0.34,0.42,2.0,0.086,8.0,19.0,0.99546,3.35,0.6,11.4,red,False,8.66,0.4210526094182837,1.0986122886681098,0.08250122151174369,11.348244000000001,0.17543858110187885,0
7.0,0.54,0.09,2.0,0.081,10.0,16.0,0.99479,3.43,0.59,11.5,red,False,7.63,0.6249999609375024,1.0986122886681098,0.07788653865707124,11.440085,0.17391302835538885,0
9.2,0.31,0.36,2.2,0.079,11.0,31.0,0.99615,3.33,0.86,12.0,red,False,9.87,0.3548386982310097,1.1631508098056809,0.07603468627599762,11.9538,0.18333331805555686,1
6.6,0.725,0.09,5.5,0.117,9.0,17.0,0.99655,3.35,0.49,10.8,red,False,7.414999999999999,0.5294117335640156,1.8718021769015913,0.11064652008706366,10.76274,0.5092592121056285,0
9.4,0.4,0.47,2.5,0.087,6.0,20.0,0.99772,3.15,0.5,10.5,red,False,10.270000000000001,0.29999998500000075,1.252762968495368,0.08342160813907239,10.47606,0.23809521541950332,0
8.6,0.52,0.38,1.5,0.096,5.0,18.0,0.99666,3.2,0.52,9.4,red,False,9.5,0.27777776234567986,0.9162907318741551,0.0916671885258238,9.368604,0.15957445110910096,0
8.0,0.31,0.45,2.1,0.216,5.0,16.0,0.99358,3.15,0.81,12.5,red,False,8.76,0.3124999804687512,1.1314021114911006,0.19556678354397528,12.41975,0.1679999865600011,1
8.4,0.34,0.42,2.1,0.072,23.0,36.0,0.99392,3.11,0.78,12.4,red,False,9.16,0.6388888711419759,1.1314021114911006,0.06952606264861023,12.324608000000001,0.16935482505203026,0
7.4,0.49,0.27,2.1,0.071,14.0,25.0,0.99388,3.35,0.63,12.0,red,False,8.16,0.5599999776000009,1.1314021114911006,0.06859279146561172,11.92656,0.1749999854166679,0
6.1,0.48,0.09,1.7,0.078,18.0,30.0,0.99402,3.45,0.54,11.2,red,False,6.67,0.5999999800000007,0.9932517730102833,0.07510747248680541,11.133023999999999,0.1517857007334196,0
8.0,0.48,0.34,2.2,0.073,16.0,25.0,0.9936,3.28,0.66,12.4,red,False,8.82,0.639999974400001,1.1631508098056809,0.07045846364856141,12.320640000000001,0.17741934053069836,0
6.3,0.57,0.28,2.1,0.048,13.0,49.0,0.99374,3.41,0.6,12.8,red,False,7.15,0.2653061170345691,1.1314021114911006,0.046883585898850416,12.719872,0.1640624871826182,0
8.2,0.23,0.42,1.9,0.069,9.0,17.0,0.99376,3.21,0.54,12.3,red,False,8.85,0.5294117335640156,1.0647107369924282,0.06672363204290818,12.223248,0.154471532156786,0
9.1,0.3,0.41,2.0,0.068,10.0,24.0,0.99523,3.27,0.85,11.7,red,False,9.81,0.41666664930555625,1.0986122886681098,0.0657877405380031,11.644191,0.1709401563299012,1
8.1,0.78,0.1,3.3,0.09,4.0,13.0,0.99855,3.36,0.49,9.5,red,False,8.979999999999999,0.3076922840236705,1.4586150226995167,0.08617769624105233,9.486225000000001,0.3473683844875385,0
10.8,0.47,0.43,2.1,0.171,27.0,66.0,0.9982,3.17,0.76,10.8,red,False,11.700000000000001,0.4090909028925621,1.1314021114911006,0.1578580846155803,10.780560000000001,0.1944444264403309,0
8.3,0.53,0.0,1.4,0.07,6.0,14.0,0.99593,3.25,0.64,10.0,red,False,8.83,0.42857139795918586,0.8754687373538999,0.06765864847381481,9.959299999999999,0.1399999860000014,0
5.4,0.42,0.27,2.0,0.092,23.0,55.0,0.99471,3.78,0.64,12.3,red,False,6.09,0.41818181057851256,1.0986122886681098,0.0880108773227133,12.234933,0.16260161279661683,1
7.9,0.33,0.41,1.5,0.056,6.0,35.0,0.99396,3.29,0.71,11.0,red,False,8.64,0.1714285665306124,0.9162907318741551,0.05448818528406973,10.93356,0.1363636239669433,0
8.9,0.24,0.39,1.6,0.074,3.0,10.0,0.99698,3.12,0.59,9.5,red,False,9.530000000000001,0.299999970000003,0.9555114450274363,0.07138999608667293,9.471309999999999,0.168421034903049,0
5.0,0.4,0.5,4.3,0.046,29.0,80.0,0.9902,3.49,0.66,13.6,red,False,5.9,0.36249999546875006,1.667706820558076,0.044973365642731154,13.466719999999999,0.31617644733996714,0
7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,11.3,red,False,7.76,0.7142856802721105,1.252762968495368,0.08709470685093376,11.251636000000001,0.221238918474432,0
7.1,0.39,0.12,2.1,0.065,14.0,24.0,0.99252,3.3,0.53,13.3,red,False,7.609999999999999,0.5833333090277788,1.1314021114911006,0.06297479916138844,13.200516,0.15789472497032145,0
5.6,0.66,0.0,2.5,0.066,7.0,15.0,0.99256,3.52,0.58,12.9,red,False,6.26,0.46666663555555765,1.252762968495368,0.0639133257436528,12.804024,0.19379843458926865,0
7.9,0.54,0.34,2.5,0.076,8.0,17.0,0.99235,3.2,0.72,13.1,red,False,8.780000000000001,0.47058820761245834,1.252762968495368,0.07325046173959267,12.999785,0.19083968008857405,1
6.6,0.5,0.0,1.8,0.062,21.0,28.0,0.99352,3.44,0.55,12.3,red,False,7.1,0.7499999732142867,1.0296194171811581,0.06015392281974709,12.220296,0.14634145151695516,0
6.3,0.47,0.0,1.4,0.055,27.0,33.0,0.9922,3.45,0.48,12.3,red,False,6.77,0.8181817933884306,0.8754687373538999,0.05354076692802982,12.20406,0.11382112895763179,0
10.7,0.4,0.37,1.9,0.081,17.0,29.0,0.99674,3.12,0.65,11.2,red,False,11.469999999999999,0.5862068763376939,1.0647107369924282,0.07788653865707124,11.163488,0.16964284199617483,0
6.5,0.58,0.0,2.2,0.096,3.0,13.0,0.99557,3.62,0.62,11.5,red,False,7.08,0.23076921301775286,1.1631508098056809,0.0916671885258238,11.449055,0.19130433119092774,0
8.8,0.24,0.35,1.7,0.055,13.0,27.0,0.99394,3.14,0.59,11.3,red,False,9.39,0.48148146364883465,0.9932517730102833,0.05354076692802982,11.231522000000002,0.15044246456261376,1
5.8,0.29,0.26,1.7,0.063,3.0,11.0,0.9915,3.39,0.54,13.5,red,False,6.35,0.2727272479338866,0.9932517730102833,0.06109509935981088,13.385250000000001,0.12592591659808025,0
6.3,0.76,0.0,2.9,0.072,26.0,52.0,0.99379,3.51,0.6,11.5,red,False,7.06,0.49999999038461557,1.3609765531356006,0.06952606264861023,11.428585,0.2521738911153138,0
